time,open,high,low,close
1571119200,1.10265,1.10323,1.10265,1.10321
1571122800,1.10321,1.10333,1.10269,1.10283
1571126400,1.10283,1.10333,1.10268,1.10325
1571130000,1.10327,1.10460,1.10256,1.10393
1571133600,1.10393,1.10393,1.10127,1.10206
1571137200,1.10207,1.10304,1.10186,1.10263
1571140800,1.10263,1.10265,1.10065,1.10130
1571144400,1.10130,1.10202,1.10086,1.10159
1571148000,1.10159,1.10171,1.10024,1.10058
1571151600,1.10057,1.10095,1.09948,1.10051
1571155200,1.10051,1.10097,1.09912,1.09936
1571158800,1.09936,1.10444,1.09930,1.10345
1571162400,1.10348,1.10441,1.10303,1.10353
1571166000,1.10353,1.10364,1.10153,1.10227
1571169600,1.10227,1.10320,1.10169,1.10295
1571173200,1.10295,1.10358,1.10273,1.10358
1571176800,1.10357,1.10380,1.10305,1.10342
1571180400,1.10340,1.10352,1.10302,1.10320
1571184000,1.10305,1.10844,1.10219,1.10308
1571187600,1.10308,1.10350,1.10308,1.10333
1571191200,1.10333,1.10351,1.10322,1.10344
1571194800,1.10344,1.10344,1.10301,1.10318
1571198400,1.10318,1.10319,1.10261,1.10285
1571202000,1.10285,1.10292,1.10237,1.10288
1571205600,1.10288,1.10320,1.10280,1.10308
1571209200,1.10308,1.10323,1.10287,1.10301
1571212800,1.10301,1.10360,1.10294,1.10350
1571216400,1.10350,1.10600,1.10339,1.10464
1571220000,1.10463,1.10533,1.10313,1.10349
1571223600,1.10349,1.10386,1.10292,1.10362
1571227200,1.10362,1.10397,1.10225,1.10396
1571230800,1.10395,1.10470,1.10240,1.10249
1571234400,1.10250,1.10340,1.10246,1.10265
1571238000,1.10265,1.10487,1.10230,1.10396
1571241600,1.10396,1.10531,1.10387,1.10527
1571245200,1.10527,1.10561,1.10414,1.10515
1571248800,1.10516,1.10770,1.10446,1.10745
1571252400,1.10746,1.10854,1.10728,1.10810
1571256000,1.10809,1.10812,1.10647,1.10694
1571259600,1.10694,1.10752,1.10679,1.10729
1571263200,1.10728,1.10768,1.10712,1.10748
1571266800,1.10748,1.10751,1.10710,1.10710
1571270400,1.10723,1.11390,1.10645,1.10726
1571274000,1.10726,1.10763,1.10726,1.10748
1571277600,1.10748,1.10773,1.10737,1.10738
1571281200,1.10739,1.10847,1.10730,1.10825
1571284800,1.10825,1.10843,1.10775,1.10799
1571288400,1.10799,1.10799,1.10747,1.10767
1571292000,1.10767,1.10785,1.10750,1.10774
1571295600,1.10774,1.10774,1.10747,1.10757
1571299200,1.10757,1.10767,1.10694,1.10711
1571302800,1.10712,1.10750,1.10668,1.10670
1571306400,1.10670,1.10864,1.10650,1.10777
1571310000,1.10777,1.10928,1.10722,1.10897
1571313600,1.10897,1.11398,1.10897,1.11179
1571317200,1.11180,1.11251,1.11090,1.11127
1571320800,1.11129,1.11256,1.11070,1.11156
1571324400,1.11156,1.11232,1.11014,1.11170
1571328000,1.11170,1.11303,1.11102,1.11235
1571331600,1.11236,1.11275,1.11131,1.11153
1571335200,1.11152,1.11289,1.11105,1.11288
1571338800,1.11288,1.11321,1.11233,1.11260
1571342400,1.11260,1.11282,1.11205,1.11275
1571346000,1.11274,1.11287,1.11218,1.11237
1571349600,1.11237,1.11269,1.11203,1.11244
1571353200,1.11245,1.11268,1.11227,1.11234
1571356800,1.11263,1.11727,1.11140,1.11266
1571360400,1.11263,1.11284,1.11238,1.11251
1571364000,1.11252,1.11257,1.11229,1.11246
1571367600,1.11246,1.11287,1.11239,1.11282
1571371200,1.11281,1.11309,1.11213,1.11231
1571374800,1.11232,1.11265,1.11215,1.11230
1571378400,1.11231,1.11277,1.11230,1.11274
1571382000,1.11274,1.11276,1.11212,1.11217
1571385600,1.11217,1.11258,1.11196,1.11197
1571389200,1.11197,1.11244,1.11146,1.11168
1571392800,1.11167,1.11287,1.11148,1.11240
1571396400,1.11240,1.11313,1.11212,1.11277
1571400000,1.11277,1.11327,1.11247,1.11298
1571403600,1.11298,1.11349,1.11252,1.11317
1571407200,1.11318,1.11465,1.11298,1.11430
1571410800,1.11430,1.11500,1.11422,1.11474
1571414400,1.11474,1.11525,1.11358,1.11395
1571418000,1.11395,1.11446,1.11371,1.11385
1571421600,1.11381,1.11591,1.11350,1.11545
